model,method,dataset,position,layer,seed,K,lambda_k,max_overlap
llama3_8b,L_cons,snli,period,15,26,16,0.02543200646746277,0.01700247893167042
llama3_8b,L_cons,snli,period,15,26,32,0.031722063772115686,0.01700247893167042
llama3_8b,L_cons,snli,period,15,26,64,0.04758975970233817,0.01700247893167042
llama3_8b,L_cons,snli,period,15,26,128,0.08634782552102464,0.028895388994508234
llama3_8b,L_cons,snli,period,15,27,1,5.655574346719796e-05,5.655574346719796e-05
llama3_8b,L_cons,snli,period,15,27,2,0.0011239924765229703,0.0011225687217988538
llama3_8b,L_cons,snli,period,15,27,4,0.0018378146885579775,0.001410695825771141
llama3_8b,L_cons,snli,period,15,27,8,0.004750308074680303,0.0034394419934650803
llama3_8b,L_cons,snli,period,15,27,16,0.010680416837320184,0.004841878630494433
llama3_8b,L_cons,snli,period,15,27,32,0.020484544015068967,0.009799326519263253
llama3_8b,L_cons,snli,period,15,27,64,0.04364067103885689,0.015256225729908852
llama3_8b,L_cons,snli,period,15,27,128,0.08232109378102499,0.024570488983929484
llama3_8b,L_cons,snli,period,15,28,1,0.0014510901888435477,0.0014510901888435477
llama3_8b,L_cons,snli,period,15,28,2,0.0022998968563287844,0.0017843382004522075
llama3_8b,L_cons,snli,period,15,28,4,0.0023565652376260162,0.0017843382004522075
llama3_8b,L_cons,snli,period,15,28,8,0.005272569983211536,0.003014975624887875
llama3_8b,L_cons,snli,period,15,28,16,0.00915804734954551,0.00437886176789188
llama3_8b,L_cons,snli,period,15,28,32,0.02356994499745712,0.010106593815661376
llama3_8b,L_cons,snli,period,15,28,64,0.04675345761830157,0.015955443527755086
llama3_8b,L_cons,snli,period,15,28,128,0.08505219771978324,0.02492950986453128
llama3_8b,L_cons,snli,period,15,29,1,0.00016618371725479037,0.00016618371725479037
llama3_8b,L_cons,snli,period,15,29,2,0.0002643949081469406,0.0002056395865912229
llama3_8b,L_cons,snli,period,15,29,4,0.0006671613773115274,0.0006124303143723157
llama3_8b,L_cons,snli,period,15,29,8,0.0057301108691177535,0.004123482845196657
llama3_8b,L_cons,snli,period,15,29,16,0.01399023985740711,0.009627116593176834
llama3_8b,L_cons,snli,period,15,29,32,0.020713657775378647,0.009627116593176834
llama3_8b,L_cons,snli,period,15,29,64,0.04147745829139731,0.01504307419133751
llama3_8b,L_cons,snli,period,15,29,128,0.07836228386651918,0.024008114214285343
llama3_8b,L_cons+a1,snli,answer,15,0,1,0.0008277259317721985,0.0008277259317721985
llama3_8b,L_cons+a1,snli,answer,15,0,2,0.0018391333404782588,0.0016423401675446426
llama3_8b,L_cons+a1,snli,answer,15,0,4,0.008957508813222504,0.007959615092541701
llama3_8b,L_cons+a1,snli,answer,15,0,8,0.01066779741960686,0.007959615092541701
llama3_8b,L_cons+a1,snli,answer,15,0,16,0.015707376521828006,0.008254850349303542
llama3_8b,L_cons+a1,snli,answer,15,0,32,0.030684499860788434,0.017333404160594645
llama3_8b,L_cons+a1,snli,answer,15,0,64,0.051973486281369816,0.017333404160594645
llama3_8b,L_cons+a1,snli,answer,15,0,128,0.08342616400746664,0.026474165084647
llama3_8b,L_cons+a1,snli,answer,15,1,1,0.0003739613694625356,0.0003739613694625356
llama3_8b,L_cons+a1,snli,answer,15,1,2,0.0026411784404388565,0.0026145700312649373
llama3_8b,L_cons+a1,snli,answer,15,1,4,0.01486748546627628,0.014621607667752947
llama3_8b,L_cons+a1,snli,answer,15,1,8,0.020402548947354857,0.014621607667752947
llama3_8b,L_cons+a1,snli,answer,15,1,16,0.025130106034230326,0.014621607667752947
llama3_8b,L_cons+a1,snli,answer,15,1,32,0.032834108933367495,0.014621607667752947
llama3_8b,L_cons+a1,snli,answer,15,1,64,0.0549163348672428,0.020825137056106224
llama3_8b,L_cons+a1,snli,answer,15,1,128,0.08413782719092038,0.02262996223629865
llama3_8b,L_cons+a1,snli,answer,15,2,1,0.0023196450138326333,0.0023196450138326333
llama3_8b,L_cons+a1,snli,answer,15,2,2,0.002386345188888652,0.0023196450138326333
llama3_8b,L_cons+a1,snli,answer,15,2,4,0.018690496115959618,0.017388491698643548
llama3_8b,L_cons+a1,snli,answer,15,2,8,0.02043975333313485,0.017388491698643548
llama3_8b,L_cons+a1,snli,answer,15,2,16,0.023408115272073662,0.017388491698643548
llama3_8b,L_cons+a1,snli,answer,15,2,32,0.035293931448255975,0.017388491698643548
llama3_8b,L_cons+a1,snli,answer,15,2,64,0.05788119971401347,0.026857956057684925
llama3_8b,L_cons+a1,snli,answer,15,2,128,0.0890301743673285,0.026857956057684925
llama3_8b,L_cons+a1,snli,answer,15,3,1,0.00044517332888198863,0.00044517332888198863
llama3_8b,L_cons+a1,snli,answer,15,3,2,0.0008018869053309466,0.0006669657533887113
llama3_8b,L_cons+a1,snli,answer,15,3,4,0.0010017388445715519,0.0006669657533887113
llama3_8b,L_cons+a1,snli,answer,15,3,8,0.009011456887556316,0.006248628200652156
llama3_8b,L_cons+a1,snli,answer,15,3,16,0.01441974551529285,0.00874930789229682
llama3_8b,L_cons+a1,snli,answer,15,3,32,0.020972036186097713,0.012149369651053274
llama3_8b,L_cons+a1,snli,answer,15,3,64,0.04332179120182571,0.01965982739448886
llama3_8b,L_cons+a1,snli,answer,15,3,128,0.08420414726370348,0.022683550505625916
llama3_8b,L_cons+a1,snli,answer,15,4,1,0.0008517739510792904,0.0008517739510792904
llama3_8b,L_cons+a1,snli,answer,15,4,2,0.00089682246807092,0.0008517739510792904
llama3_8b,L_cons+a1,snli,answer,15,4,4,0.010098712337684964,0.009566815035945551
llama3_8b,L_cons+a1,snli,answer,15,4,8,0.012096850182535852,0.009566815035945551
llama3_8b,L_cons+a1,snli,answer,15,4,16,0.014475054824864088,0.009566815035945551
llama3_8b,L_cons+a1,snli,answer,15,4,32,0.03596678783715495,0.02071201802053322
llama3_8b,L_cons+a1,snli,answer,15,4,64,0.06733349748538385,0.022003370076186565
llama3_8b,L_cons+a1,snli,answer,15,4,128,0.10620444605531125,0.03149275976759908
llama3_8b,L_cons+a1,snli,answer,15,5,1,0.0003237271206856547,0.0003237271206856547
llama3_8b,L_cons+a1,snli,answer,15,5,2,0.0014934256894216923,0.0014579166784001178
llama3_8b,L_cons+a1,snli,answer,15,5,4,0.004377412819846822,0.003585360836788124
llama3_8b,L_cons+a1,snli,answer,15,5,8,0.01497001121220496,0.010786821800476586
llama3_8b,L_cons+a1,snli,answer,15,5,16,0.026252289069510163,0.014027245921985239
llama3_8b,L_cons+a1,snli,answer,15,5,32,0.04353681499421298,0.016761204937140187
llama3_8b,L_cons+a1,snli,answer,15,5,64,0.06693862012057096,0.018424139310469184
llama3_8b,L_cons+a1,snli,answer,15,5,128,0.09568437960549159,0.020062099099799766
llama3_8b,L_cons+a1,snli,answer,15,6,1,0.0013937172372734319,0.0013937172372734319
llama3_8b,L_cons+a1,snli,answer,15,6,2,0.0013947497806137982,0.0013937172372734319
llama3_8b,L_cons+a1,snli,answer,15,6,4,0.004539537702133307,0.0038329827085307766
llama3_8b,L_cons+a1,snli,answer,15,6,8,0.00892628089744766,0.005272832489900682
llama3_8b,L_cons+a1,snli,answer,15,6,16,0.01992340992205049,0.011649461311288948
llama3_8b,L_cons+a1,snli,answer,15,6,32,0.035151926101300135,0.01969985007152881
llama3_8b,L_cons+a1,snli,answer,15,6,64,0.05483482916110328,0.01969985007152881
llama3_8b,L_cons+a1,snli,answer,15,6,128,0.09952043583250647,0.025699799284082534
llama3_8b,L_cons+a1,snli,answer,15,7,1,0.001166270520337772,0.001166270520337772
llama3_8b,L_cons+a1,snli,answer,15,7,2,0.001938092333165182,0.0015479066397120732
llama3_8b,L_cons+a1,snli,answer,15,7,4,0.008496783785455967,0.00827076607018662
llama3_8b,L_cons+a1,snli,answer,15,7,8,0.011059836866824308,0.00827076607018662
llama3_8b,L_cons+a1,snli,answer,15,7,16,0.01796649010609312,0.009385049818670813
llama3_8b,L_cons+a1,snli,answer,15,7,32,0.033984357961706554,0.016095817037305806
llama3_8b,L_cons+a1,snli,answer,15,7,64,0.05116770993533919,0.017272025623632874
llama3_8b,L_cons+a1,snli,answer,15,7,128,0.0863731502745244,0.023071773171368624
llama3_8b,L_cons+a1,snli,answer,15,8,1,0.00025698595887508707,0.00025698595887508707
llama3_8b,L_cons+a1,snli,answer,15,8,2,0.0013382535596209388,0.0013133471767888206
llama3_8b,L_cons+a1,snli,answer,15,8,4,0.006090340239533558,0.005457111552475871
llama3_8b,L_cons+a1,snli,answer,15,8,8,0.009513506323807586,0.005457111552475871
llama3_8b,L_cons+a1,snli,answer,15,8,16,0.013654223031772402,0.0074126744705431714
llama3_8b,L_cons+a1,snli,answer,15,8,32,0.025298696372198348,0.013192776482297231
llama3_8b,L_cons+a1,snli,answer,15,8,64,0.054831803793847875,0.019602823299099733
llama3_8b,L_cons+a1,snli,answer,15,8,128,0.08418404232665455,0.02169450752111598
llama3_8b,L_cons+a1,snli,answer,15,9,1,0.000548751413305222,0.000548751413305222
llama3_8b,L_cons+a1,snli,answer,15,9,2,0.0015414138323194633,0.0014404264954732317
llama3_8b,L_cons+a1,snli,answer,15,9,4,0.005463575754775379,0.005157331335616188
llama3_8b,L_cons+a1,snli,answer,15,9,8,0.007978834118927256,0.005157331335616188
llama3_8b,L_cons+a1,snli,answer,15,9,16,0.01473517901488775,0.008601694253902656
llama3_8b,L_cons+a1,snli,answer,15,9,32,0.025591411517542448,0.01011673728014176
llama3_8b,L_cons+a1,snli,answer,15,9,64,0.04757009364392316,0.018421248938985585
llama3_8b,L_cons+a1,snli,answer,15,9,128,0.09745339408799432,0.025243350412910672
llama3_8b,L_cons+a1,snli,answer,15,10,1,0.000947552072961827,0.000947552072961827
llama3_8b,L_cons+a1,snli,answer,15,10,2,0.0021896888352455394,0.0019740522445529933
llama3_8b,L_cons+a1,snli,answer,15,10,4,0.012246004127830156,0.009700052837989576
llama3_8b,L_cons+a1,snli,answer,15,10,8,0.023355507631917242,0.013456663503917053
llama3_8b,L_cons+a1,snli,answer,15,10,16,0.030283624645305998,0.01630484278785825
llama3_8b,L_cons+a1,snli,answer,15,10,32,0.03355082018856373,0.01630484278785825
llama3_8b,L_cons+a1,snli,answer,15,10,64,0.05288998002418028,0.02360522483331253
llama3_8b,L_cons+a1,snli,answer,15,10,128,0.09501820941444569,0.02360522483331253
llama3_8b,L_cons+a1,snli,answer,15,11,1,7.0785228303236505e-06,7.0785228303236505e-06
llama3_8b,L_cons+a1,snli,answer,15,11,2,0.0009072674077005894,0.0009072397938749646
llama3_8b,L_cons+a1,snli,answer,15,11,4,0.011708651781676637,0.01106480539445905
llama3_8b,L_cons+a1,snli,answer,15,11,8,0.012087783028977969,0.01106480539445905
llama3_8b,L_cons+a1,snli,answer,15,11,16,0.015842169026731058,0.01106480539445905
llama3_8b,L_cons+a1,snli,answer,15,11,32,0.025362287523001487,0.014177431283439363
llama3_8b,L_cons+a1,snli,answer,15,11,64,0.05394521486530821,0.020898771466408977
llama3_8b,L_cons+a1,snli,answer,15,11,128,0.09788411471635898,0.03255315898686107
llama3_8b,L_cons+a1,snli,answer,15,12,1,0.0005101945948073735,0.0005101945948073735
llama3_8b,L_cons+a1,snli,answer,15,12,2,0.0011886718458697834,0.0010736117699582182
llama3_8b,L_cons+a1,snli,answer,15,12,4,0.002828500923000551,0.00255876137160023
llama3_8b,L_cons+a1,snli,answer,15,12,8,0.006685163933040992,0.004590747859014777
llama3_8b,L_cons+a1,snli,answer,15,12,16,0.011435045943722674,0.005686809906469457
llama3_8b,L_cons+a1,snli,answer,15,12,32,0.03091074867822168,0.016204389754374948
llama3_8b,L_cons+a1,snli,answer,15,12,64,0.05147913749066763,0.017568457498834154
llama3_8b,L_cons+a1,snli,answer,15,12,128,0.09199222494635483,0.019211021211454425
llama3_8b,L_cons+a1,snli,answer,15,13,1,0.0010225822792500636,0.0010225822792500636
llama3_8b,L_cons+a1,snli,answer,15,13,2,0.0015758676496451462,0.0011990347498558422
llama3_8b,L_cons+a1,snli,answer,15,13,4,0.013333428424440697,0.013215560988489515
llama3_8b,L_cons+a1,snli,answer,15,13,8,0.01818770198397483,0.013215560988489515
llama3_8b,L_cons+a1,snli,answer,15,13,16,0.02469755632437155,0.013215560988489515
llama3_8b,L_cons+a1,snli,answer,15,13,32,0.04000879846683698,0.018782070378648347
llama3_8b,L_cons+a1,snli,answer,15,13,64,0.06276966867568123,0.018782070378648347
llama3_8b,L_cons+a1,snli,answer,15,13,128,0.10330171839375052,0.024725344436407785
llama3_8b,L_cons+a1,snli,answer,15,14,1,2.7525550441158424e-05,2.7525550441158424e-05
llama3_8b,L_cons+a1,snli,answer,15,14,2,0.0008188869050665649,0.0008184241610329013
llama3_8b,L_cons+a1,snli,answer,15,14,4,0.0044439382797030235,0.004362630087098854
llama3_8b,L_cons+a1,snli,answer,15,14,8,0.005827092242402838,0.004362630087098854
llama3_8b,L_cons+a1,snli,answer,15,14,16,0.01533875166432537,0.007556605783346688
llama3_8b,L_cons+a1,snli,answer,15,14,32,0.032504763812356195,0.013752261253100723
llama3_8b,L_cons+a1,snli,answer,15,14,64,0.0526822406645367,0.020149898445159967
llama3_8b,L_cons+a1,snli,answer,15,14,128,0.08713290487079355,0.020149898445159967
llama3_8b,L_cons+a1,snli,answer,15,15,1,4.587396357606258e-05,4.587396357606258e-05
llama3_8b,L_cons+a1,snli,answer,15,15,2,0.0018771391437309676,0.0018765785207107248
llama3_8b,L_cons+a1,snli,answer,15,15,4,0.003725255363656135,0.003119242227460991
llama3_8b,L_cons+a1,snli,answer,15,15,8,0.010968730192588653,0.008308016014944066
llama3_8b,L_cons+a1,snli,answer,15,15,16,0.018300601485014212,0.010652137878523524
llama3_8b,L_cons+a1,snli,answer,15,15,32,0.036571316838377256,0.018983935527106005
llama3_8b,L_cons+a1,snli,answer,15,15,64,0.051097841515540796,0.018983935527106005
llama3_8b,L_cons+a1,snli,answer,15,15,128,0.09183741215948578,0.022834932240914773
llama3_8b,L_cons+a1,snli,answer,15,16,1,0.0004347706662728424,0.0004347706662728424
llama3_8b,L_cons+a1,snli,answer,15,16,2,0.0019640255676030846,0.0019152991666962337
llama3_8b,L_cons+a1,snli,answer,15,16,4,0.008129569469977522,0.005716328802495879
llama3_8b,L_cons+a1,snli,answer,15,16,8,0.015178200186842215,0.010370830180564596
llama3_8b,L_cons+a1,snli,answer,15,16,16,0.029169794225091736,0.021615481963026293
llama3_8b,L_cons+a1,snli,answer,15,16,32,0.03786528652635663,0.021615481963026293
llama3_8b,L_cons+a1,snli,answer,15,16,64,0.05890936808000395,0.021615481963026293
llama3_8b,L_cons+a1,snli,answer,15,16,128,0.09391681698451837,0.022190126966714376
llama3_8b,L_cons+a1,snli,answer,15,17,1,7.364062961562104e-05,7.364062961562104e-05
llama3_8b,L_cons+a1,snli,answer,15,17,2,0.0007589323512127862,0.0007553511576658784
llama3_8b,L_cons+a1,snli,answer,15,17,4,0.007841943465184022,0.007418241858008974
llama3_8b,L_cons+a1,snli,answer,15,17,8,0.010252989491256605,0.007418241858008974
llama3_8b,L_cons+a1,snli,answer,15,17,16,0.017618369895535745,0.0108073852007064
llama3_8b,L_cons+a1,snli,answer,15,17,32,0.024412840446359954,0.0108073852007064
llama3_8b,L_cons+a1,snli,answer,15,17,64,0.04823509700612621,0.017445982178627136
llama3_8b,L_cons+a1,snli,answer,15,17,128,0.09268853869770682,0.03136686894844962
llama3_8b,L_cons+a1,snli,answer,15,18,1,0.0035785722962450636,0.0035785722962450636
llama3_8b,L_cons+a1,snli,answer,15,18,2,0.0038251245085346277,0.0035785722962450636
llama3_8b,L_cons+a1,snli,answer,15,18,4,0.00468661223464685,0.0035785722962450636
llama3_8b,L_cons+a1,snli,answer,15,18,8,0.0054195547591336475,0.0035785722962450636
llama3_8b,L_cons+a1,snli,answer,15,18,16,0.013402328668366683,0.009713411900531772
llama3_8b,L_cons+a1,snli,answer,15,18,32,0.021836793002769975,0.009713411900531772
llama3_8b,L_cons+a1,snli,answer,15,18,64,0.04678336008266541,0.016582126098997757
llama3_8b,L_cons+a1,snli,answer,15,18,128,0.08810274847814875,0.019298412928036423
llama3_8b,L_cons+a1,snli,answer,15,19,1,0.00028772798275209963,0.00028772798275209963
llama3_8b,L_cons+a1,snli,answer,15,19,2,0.0005205375071879872,0.0004337878563663249
llama3_8b,L_cons+a1,snli,answer,15,19,4,0.001920032512976302,0.0017711459364938027
llama3_8b,L_cons+a1,snli,answer,15,19,8,0.0053811055300253055,0.003379804915477542
llama3_8b,L_cons+a1,snli,answer,15,19,16,0.015803133988768318,0.010167032568772586
llama3_8b,L_cons+a1,snli,answer,15,19,32,0.02965007921823125,0.012273207835614171
llama3_8b,L_cons+a1,snli,answer,15,19,64,0.045926202411616886,0.01498217596230145
llama3_8b,L_cons+a1,snli,answer,15,19,128,0.08910841309087694,0.023918931488966434
llama3_8b,L_cons+a1,snli,answer,15,20,1,0.000714230504985436,0.000714230504985436
llama3_8b,L_cons+a1,snli,answer,15,20,2,0.0007142470134980334,0.000714230504985436
llama3_8b,L_cons+a1,snli,answer,15,20,4,0.004337002542648066,0.004236288303321008
llama3_8b,L_cons+a1,snli,answer,15,20,8,0.006835278907092794,0.00440864301044352
llama3_8b,L_cons+a1,snli,answer,15,20,16,0.013048161596351322,0.005266126242925719
llama3_8b,L_cons+a1,snli,answer,15,20,32,0.0246298278345866,0.012759174462677695
llama3_8b,L_cons+a1,snli,answer,15,20,64,0.05898517470123059,0.022365161583603577
llama3_8b,L_cons+a1,snli,answer,15,20,128,0.10494899263550819,0.0261521203505026
llama3_8b,L_cons+a1,snli,answer,15,21,1,0.0014274836646794703,0.0014274836646794703
llama3_8b,L_cons+a1,snli,answer,15,21,2,0.003947489231602956,0.003680348029832853
llama3_8b,L_cons+a1,snli,answer,15,21,4,0.020725215832056484,0.020345757592993532
llama3_8b,L_cons+a1,snli,answer,15,21,8,0.028179569799057117,0.020345757592993532
llama3_8b,L_cons+a1,snli,answer,15,21,16,0.03918099313831171,0.020345757592993532
llama3_8b,L_cons+a1,snli,answer,15,21,32,0.05747170769729934,0.023978980375116504
llama3_8b,L_cons+a1,snli,answer,15,21,64,0.07095778122128586,0.023978980375116504
llama3_8b,L_cons+a1,snli,answer,15,21,128,0.10799605364631033,0.023978980375116504
llama3_8b,L_cons+a1,snli,answer,15,22,1,0.00016530795093944457,0.00016530795093944457
llama3_8b,L_cons+a1,snli,answer,15,22,2,0.0005308741504852446,0.0005044805695065295
llama3_8b,L_cons+a1,snli,answer,15,22,4,0.005531354058947599,0.004373937788775425
llama3_8b,L_cons+a1,snli,answer,15,22,8,0.01227952132986733,0.008616984197893628
llama3_8b,L_cons+a1,snli,answer,15,22,16,0.025151116238962466,0.02070495862942844
llama3_8b,L_cons+a1,snli,answer,15,22,32,0.03325917187977438,0.02070495862942844
llama3_8b,L_cons+a1,snli,answer,15,22,64,0.05311382081412917,0.02070495862942844
llama3_8b,L_cons+a1,snli,answer,15,22,128,0.08949222434464042,0.024606916821466686
llama3_8b,L_cons+a1,snli,answer,15,23,1,0.00011322060187315852,0.00011322060187315852
llama3_8b,L_cons+a1,snli,answer,15,23,2,0.0028319023593934398,0.002829638151504466
llama3_8b,L_cons+a1,snli,answer,15,23,4,0.007438297477416235,0.0061465174045039735
llama3_8b,L_cons+a1,snli,answer,15,23,8,0.007714066844210123,0.0061465174045039735
llama3_8b,L_cons+a1,snli,answer,15,23,16,0.013003861114010576,0.0061465174045039735
llama3_8b,L_cons+a1,snli,answer,15,23,32,0.022206842957303158,0.009069113748138449
llama3_8b,L_cons+a1,snli,answer,15,23,64,0.040101828979747296,0.017452899676628632
llama3_8b,L_cons+a1,snli,answer,15,23,128,0.09064510725944787,0.027173960872190938
llama3_8b,L_cons+a1,snli,answer,15,24,1,0.0015863857085136,0.0015863857085136
llama3_8b,L_cons+a1,snli,answer,15,24,2,0.0018406129730933942,0.0015863857085136
llama3_8b,L_cons+a1,snli,answer,15,24,4,0.0024399200014500804,0.0015932719988534
llama3_8b,L_cons+a1,snli,answer,15,24,8,0.0052544836314624525,0.0030448985596896803
llama3_8b,L_cons+a1,snli,answer,15,24,16,0.014303809383463739,0.008509923359633206
llama3_8b,L_cons+a1,snli,answer,15,24,32,0.02371485698280951,0.016389265289866728
llama3_8b,L_cons+a1,snli,answer,15,24,64,0.04493910243603549,0.020681897724113194
llama3_8b,L_cons+a1,snli,answer,15,24,128,0.07905574177336044,0.020901266689972515
llama3_8b,L_cons+a1,snli,answer,15,25,1,0.0003821801825111454,0.0003821801825111454
llama3_8b,L_cons+a1,snli,answer,15,25,2,0.000517993117135759,0.0003821801825111454
llama3_8b,L_cons+a1,snli,answer,15,25,4,0.0035403448376175525,0.0026127172967759823
llama3_8b,L_cons+a1,snli,answer,15,25,8,0.011034765507722125,0.007353784928548985
llama3_8b,L_cons+a1,snli,answer,15,25,16,0.02316672530371828,0.01601355127203451
llama3_8b,L_cons+a1,snli,answer,15,25,32,0.027579015695178524,0.01601355127203451
llama3_8b,L_cons+a1,snli,answer,15,25,64,0.044612759517352385,0.019064183158422725
llama3_8b,L_cons+a1,snli,answer,15,25,128,0.08726212106127312,0.03149600811366716
llama3_8b,L_cons+a1,snli,answer,15,26,1,0.0015331164445413921,0.0015331164445413921
llama3_8b,L_cons+a1,snli,answer,15,26,2,0.0015977662665143091,0.0015331164445413921
llama3_8b,L_cons+a1,snli,answer,15,26,4,0.0060526864024943085,0.0047796839454805565
llama3_8b,L_cons+a1,snli,answer,15,26,8,0.010168633148312789,0.005535793112052217
llama3_8b,L_cons+a1,snli,answer,15,26,16,0.01701262469767556,0.010431448895963917
llama3_8b,L_cons+a1,snli,answer,15,26,32,0.03288466841600371,0.014011234299073439
llama3_8b,L_cons+a1,snli,answer,15,26,64,0.046426936768995467,0.014011234299073439
llama3_8b,L_cons+a1,snli,answer,15,26,128,0.07419411055333612,0.02124517899985936
llama3_8b,L_cons+a1,snli,answer,15,27,1,0.00011837141250481848,0.00011837141250481848
llama3_8b,L_cons+a1,snli,answer,15,27,2,0.0022957276314352123,0.0022926738901197317
llama3_8b,L_cons+a1,snli,answer,15,27,4,0.005495679568067987,0.004961453170679384
llama3_8b,L_cons+a1,snli,answer,15,27,8,0.015066612393493741,0.012642645858697928
llama3_8b,L_cons+a1,snli,answer,15,27,16,0.025410304718389783,0.013764753879627252
llama3_8b,L_cons+a1,snli,answer,15,27,32,0.0315918658633314,0.013764753879627252
llama3_8b,L_cons+a1,snli,answer,15,27,64,0.05905284903698776,0.018704134822226163
llama3_8b,L_cons+a1,snli,answer,15,27,128,0.09194995306881067,0.022054065784030394
llama3_8b,L_cons+a1,snli,answer,15,28,1,0.000526301676101236,0.000526301676101236
llama3_8b,L_cons+a1,snli,answer,15,28,2,0.0017303024215415375,0.0016483182386073203
llama3_8b,L_cons+a1,snli,answer,15,28,4,0.010932466890321431,0.010719150160513771
llama3_8b,L_cons+a1,snli,answer,15,28,8,0.01592099344914489,0.010975789546944356
llama3_8b,L_cons+a1,snli,answer,15,28,16,0.025314377374898094,0.013916256758367593
llama3_8b,L_cons+a1,snli,answer,15,28,32,0.0314202448203463,0.013916256758367593
llama3_8b,L_cons+a1,snli,answer,15,28,64,0.05204011520403088,0.013916256758367593
llama3_8b,L_cons+a1,snli,answer,15,28,128,0.09325429375369672,0.02831750236735354
llama3_8b,L_cons+a1,snli,answer,15,29,1,0.00015537715447488912,0.00015537715447488912
llama3_8b,L_cons+a1,snli,answer,15,29,2,0.00047628675325053776,0.00045022995367836763
llama3_8b,L_cons+a1,snli,answer,15,29,4,0.007230855991532608,0.007138323768619422
llama3_8b,L_cons+a1,snli,answer,15,29,8,0.009350716892977909,0.007138323768619422
llama3_8b,L_cons+a1,snli,answer,15,29,16,0.029214152441520057,0.016769021879166814
llama3_8b,L_cons+a1,snli,answer,15,29,32,0.04125246392985937,0.016769021879166814
llama3_8b,L_cons+a1,snli,answer,15,29,64,0.06366891086706238,0.021343712293908912
llama3_8b,L_cons+a1,snli,answer,15,29,128,0.09970988338702505,0.03001963305825315
llama3_8b,L_cons+a1,snli,period,15,0,1,0.0013620939860984828,0.0013620939860984828
llama3_8b,L_cons+a1,snli,period,15,0,2,0.0013764543703367199,0.0013620939860984828
llama3_8b,L_cons+a1,snli,period,15,0,4,0.003178474124591815,0.002534108442835983
llama3_8b,L_cons+a1,snli,period,15,0,8,0.005661279350886002,0.0029900517103551958
llama3_8b,L_cons+a1,snli,period,15,0,16,0.011117820114160641,0.007011680553985406
llama3_8b,L_cons+a1,snli,period,15,0,32,0.020201310787820028,0.009939192253062222
llama3_8b,L_cons+a1,snli,period,15,0,64,0.04041124057888046,0.013022583812646982
llama3_8b,L_cons+a1,snli,period,15,0,128,0.08291285420695631,0.020982732715628744
llama3_8b,L_cons+a1,snli,period,15,1,1,0.004240717398869777,0.004240717398869777
llama3_8b,L_cons+a1,snli,period,15,1,2,0.005024493945241381,0.004240717398869777
llama3_8b,L_cons+a1,snli,period,15,1,4,0.007114549852019597,0.005019563141642544
llama3_8b,L_cons+a1,snli,period,15,1,8,0.011995203597359866,0.006724229922483736
llama3_8b,L_cons+a1,snli,period,15,1,16,0.016343026702007237,0.007170773169724415
llama3_8b,L_cons+a1,snli,period,15,1,32,0.0336918077017222,0.014664938951905238
llama3_8b,L_cons+a1,snli,period,15,1,64,0.04832338658494601,0.018391721647322643
llama3_8b,L_cons+a1,snli,period,15,1,128,0.08002971011814132,0.03312817084136801
llama3_8b,L_cons+a1,snli,period,15,2,1,0.00273723995808181,0.00273723995808181
llama3_8b,L_cons+a1,snli,period,15,2,2,0.0041450516772832055,0.0031127111686162934
llama3_8b,L_cons+a1,snli,period,15,2,4,0.005141598402773275,0.0031127111686162934
llama3_8b,L_cons+a1,snli,period,15,2,8,0.014201649058123923,0.010122243817535431
llama3_8b,L_cons+a1,snli,period,15,2,16,0.01989021906990197,0.010122243817535431
llama3_8b,L_cons+a1,snli,period,15,2,32,0.0381688926525239,0.013622599033733616
llama3_8b,L_cons+a1,snli,period,15,2,64,0.05644096064638978,0.015395470853011559
llama3_8b,L_cons+a1,snli,period,15,2,128,0.0952657312595489,0.0277672878468296
llama3_8b,L_cons+a1,snli,period,15,3,1,0.00011438268631232405,0.00011438268631232405
llama3_8b,L_cons+a1,snli,period,15,3,2,0.0009097911029582638,0.0009025721312415926
llama3_8b,L_cons+a1,snli,period,15,3,4,0.000976622246013006,0.0009025721312415926
llama3_8b,L_cons+a1,snli,period,15,3,8,0.013153612527188396,0.011628060514434655
llama3_8b,L_cons+a1,snli,period,15,3,16,0.025628690141543686,0.011628060514434655
llama3_8b,L_cons+a1,snli,period,15,3,32,0.03136175390222861,0.011628060514434655
llama3_8b,L_cons+a1,snli,period,15,3,64,0.049594197804857715,0.013561953917581087
llama3_8b,L_cons+a1,snli,period,15,3,128,0.09617202389353673,0.03340954526479441
llama3_8b,L_cons+a1,snli,period,15,4,1,0.0008275270834318354,0.0008275270834318354
llama3_8b,L_cons+a1,snli,period,15,4,2,0.0011171119749649957,0.0008275270834318354
llama3_8b,L_cons+a1,snli,period,15,4,4,0.002919680999336335,0.0023590996363348476
llama3_8b,L_cons+a1,snli,period,15,4,8,0.0042934868331481425,0.002449676415447437
llama3_8b,L_cons+a1,snli,period,15,4,16,0.01473390456471484,0.007831998926259544
llama3_8b,L_cons+a1,snli,period,15,4,32,0.02208819386143074,0.007949956015496121
llama3_8b,L_cons+a1,snli,period,15,4,64,0.0489105278171141,0.018634079687888442
llama3_8b,L_cons+a1,snli,period,15,4,128,0.08951534590160175,0.024501128139623574
llama3_8b,L_cons+a1,snli,period,15,5,1,0.001697574213648544,0.001697574213648544
llama3_8b,L_cons+a1,snli,period,15,5,2,0.0019616038977670557,0.001697574213648544
